@relation 'if(A1>0.5 || A2>0.7 || A3<0.4) then 1 else 0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 and A2==B2of2-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==B2of2 and A3==B2of2-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 and A3==B2of2-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 or A2==B2of2-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==B2of2 or A3==B2of2-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 or A3==B2of2-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 equ A2==B2of2-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==B2of2 equ A3==B2of2-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 equ A3==B2of2-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 xor A2==B2of2-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==B2of2 xor A3==B2of2-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 xor A3==B2of2-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 impl A2==B2of2-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==B2of2 impl A3==B2of2-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 impl A3==B2of2-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 and A2==B2of2 and A3==B2of2-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 or A2==B2of2 or A3==B2of2-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(A1 <= 0.5) and (A3 >= 0.4)-L0,1-C23-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(A1 <= 0.5) and (A2 <= 0.7)-L0,1-C24-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(A3 >= 0.44) and (A2 <= 0.68) and (A2 >= 0.11)-L0,1-C25-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7)-L0,1-C26-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((A1 <= 0.5) and (A3 >= 0.4))-L0,1,2-C27-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((A1 <= 0.5) and (A2 <= 0.7))-L0,1,2-C28-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((A3 >= 0.44) and (A2 <= 0.68) and (A2 >= 0.11))-L0,1,2,3-C29-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7))-L0,1,2,3-C30-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A2-C31-W1.0-weka.filters.unsupervised.attribute.Add-NA2 ADD A3-C32-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A3-C33-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A2-C34-W1.0-weka.filters.unsupervised.attribute.Add-NA2 SUBTRACT A3-C35-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A3-C36-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A2-C37-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A1-C38-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A3-C39-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A2-C40-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A3-C41-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A1-C42-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A2-C43-W1.0-weka.filters.unsupervised.attribute.Add-NA2 MULTIPLY A3-C44-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A3-C45-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A2-L0,1-C46-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 LESSTHAN A3-L0,1-C47-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A3-L0,1-C48-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A2-L0,1-C49-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 DIFF A3-L0,1-C50-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A3-L0,1-C51-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L\'(-inf-0.505]\'_x_\'(-inf-0.705]\',\'(-inf-0.505]\'_x_\'(0.705-inf)\',\'(0.505-inf)\'_x_\'(-inf-0.705]\',\'(0.505-inf)\'_x_\'(0.705-inf)\'-C52-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L\'(-inf-0.705]\'_x_\'(-inf-0.395]\',\'(-inf-0.705]\'_x_\'(0.395-inf)\',\'(0.705-inf)\'_x_\'(-inf-0.395]\',\'(0.705-inf)\'_x_\'(0.395-inf)\'-C53-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L\'(-inf-0.505]\'_x_\'(-inf-0.395]\',\'(-inf-0.505]\'_x_\'(0.395-inf)\',\'(0.505-inf)\'_x_\'(-inf-0.395]\',\'(0.505-inf)\'_x_\'(0.395-inf)\'-C54-W1.0'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute 'A1==B2of2 and A2==B2of2' {0,1}
@attribute 'A2==B2of2 and A3==B2of2' {0,1}
@attribute 'A1==B2of2 and A3==B2of2' {0,1}
@attribute 'A1==B2of2 or A2==B2of2' {0,1}
@attribute 'A2==B2of2 or A3==B2of2' {0,1}
@attribute 'A1==B2of2 or A3==B2of2' {0,1}
@attribute 'A1==B2of2 equ A2==B2of2' {0,1}
@attribute 'A2==B2of2 equ A3==B2of2' {0,1}
@attribute 'A1==B2of2 equ A3==B2of2' {0,1}
@attribute 'A1==B2of2 xor A2==B2of2' {0,1}
@attribute 'A2==B2of2 xor A3==B2of2' {0,1}
@attribute 'A1==B2of2 xor A3==B2of2' {0,1}
@attribute 'A1==B2of2 impl A2==B2of2' {0,1}
@attribute 'A2==B2of2 impl A3==B2of2' {0,1}
@attribute 'A1==B2of2 impl A3==B2of2' {0,1}
@attribute 'A1==B2of2 and A2==B2of2 and A3==B2of2' {0,1}
@attribute 'A1==B2of2 or A2==B2of2 or A3==B2of2' {0,1}
@attribute '(A1 <= 0.5) and (A3 >= 0.4)' {0,1}
@attribute '(A1 <= 0.5) and (A2 <= 0.7)' {0,1}
@attribute '(A3 >= 0.44) and (A2 <= 0.68) and (A2 >= 0.11)' {0,1}
@attribute '(A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7)' {0,1}
@attribute 'num-of-N((A1 <= 0.5) and (A3 >= 0.4))' {0,1,2}
@attribute 'num-of-N((A1 <= 0.5) and (A2 <= 0.7))' {0,1,2}
@attribute 'num-of-N((A3 >= 0.44) and (A2 <= 0.68) and (A2 >= 0.11))' {0,1,2,3}
@attribute 'num-of-N((A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7))' {0,1,2,3}
@attribute 'A1 ADD A2' numeric
@attribute 'A2 ADD A3' numeric
@attribute 'A1 ADD A3' numeric
@attribute 'A1 SUBTRACT A2' numeric
@attribute 'A2 SUBTRACT A3' numeric
@attribute 'A1 SUBTRACT A3' numeric
@attribute 'A1 DIVIDE A2' numeric
@attribute 'A2 DIVIDE A1' numeric
@attribute 'A2 DIVIDE A3' numeric
@attribute 'A3 DIVIDE A2' numeric
@attribute 'A1 DIVIDE A3' numeric
@attribute 'A3 DIVIDE A1' numeric
@attribute 'A1 MULTIPLY A2' numeric
@attribute 'A2 MULTIPLY A3' numeric
@attribute 'A1 MULTIPLY A3' numeric
@attribute 'A1 LESSTHAN A2' {0,1}
@attribute 'A2 LESSTHAN A3' {0,1}
@attribute 'A1 LESSTHAN A3' {0,1}
@attribute 'A1 DIFF A2' {0,1}
@attribute 'A2 DIFF A3' {0,1}
@attribute 'A1 DIFF A3' {0,1}
@attribute A1_x_A2 {'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.505]\'_x_\'(0.705-inf)\'','\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(0.505-inf)\'_x_\'(0.705-inf)\''}
@attribute A2_x_A3 {'\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.705-inf)\'_x_\'(-inf-0.395]\'','\'(0.705-inf)\'_x_\'(0.395-inf)\''}
@attribute A1_x_A3 {'\'(-inf-0.505]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(-inf-0.395]\'','\'(0.505-inf)\'_x_\'(0.395-inf)\''}
@attribute class {0,1}

@data
0.01,0.63,0.74,0.69,0.56,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.64,1.37,0.75,-0.62,-0.11,-0.73,0.015873,63,0.851351,1.174603,0.013514,74,0.0063,0.4662,0.0074,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.58,0.32,0.81,0.99,0.36,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,2,0.9,1.13,1.39,0.26,-0.49,-0.23,1.8125,0.551724,0.395062,2.53125,0.716049,1.396552,0.1856,0.2592,0.4698,0,1,1,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.08,0.41,0.64,0.73,0.96,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.49,1.05,0.72,-0.33,-0.23,-0.56,0.195122,5.125,0.640625,1.560976,0.125,8,0.0328,0.2624,0.0512,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.66,0.3,0.55,0.62,0.92,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,2,0.96,0.85,1.21,0.36,-0.25,0.11,2.2,0.454545,0.545455,1.833333,1.2,0.833333,0.198,0.165,0.363,0,1,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.48,0.24,0.19,0.05,0.84,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,2,0.72,0.43,0.67,0.24,0.05,0.29,2,0.5,1.263158,0.791667,2.526316,0.395833,0.1152,0.0456,0.0912,0,0,0,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.69,0.71,0.46,0.94,0.54,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,1,1.4,1.17,1.15,-0.02,0.25,0.23,0.971831,1.028986,1.543478,0.647887,1.5,0.666667,0.4899,0.3266,0.3174,1,0,0,1,1,1,'\'(0.505-inf)\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.26,0.55,0.62,0.94,0.76,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.81,1.17,0.88,-0.29,-0.07,-0.36,0.472727,2.115385,0.887097,1.127273,0.419355,2.384615,0.143,0.341,0.1612,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.2,0.99,0.46,0.33,0.76,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,2,1,2,2,1.19,1.45,0.66,-0.79,0.53,-0.26,0.20202,4.95,2.152174,0.464646,0.434783,2.3,0.198,0.4554,0.092,1,0,1,1,1,1,'\'(-inf-0.505]\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',1
0.75,0.27,0.47,0.45,0.52,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,2,1.02,0.74,1.22,0.48,-0.2,0.28,2.777778,0.36,0.574468,1.740741,1.595745,0.626667,0.2025,0.1269,0.3525,0,1,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.84,0.26,0.87,0.64,0.51,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,2,1.1,1.13,1.71,0.58,-0.61,-0.03,3.230769,0.309524,0.298851,3.346154,0.965517,1.035714,0.2184,0.2262,0.7308,0,1,1,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.11,0.52,0.64,0.68,0.1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.63,1.16,0.75,-0.41,-0.12,-0.53,0.211538,4.727273,0.8125,1.230769,0.171875,5.818182,0.0572,0.3328,0.0704,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.05,0.25,0.4,0.63,0.92,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,2,2,2,3,0.3,0.65,0.45,-0.2,-0.15,-0.35,0.2,5,0.625,1.6,0.125,8,0.0125,0.1,0.02,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.33,0.18,0.92,0.65,0.14,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.51,1.1,1.25,0.15,-0.74,-0.59,1.833333,0.545455,0.195652,5.111111,0.358696,2.787879,0.0594,0.1656,0.3036,0,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.21,0.77,0.9,0.3,0.47,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,2,1,2,2,0.98,1.67,1.11,-0.56,-0.13,-0.69,0.272727,3.666667,0.855556,1.168831,0.233333,4.285714,0.1617,0.693,0.189,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',1
0.6,0.32,0.44,0.78,0.34,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,2,0.92,0.76,1.04,0.28,-0.12,0.16,1.875,0.533333,0.727273,1.375,1.363636,0.733333,0.192,0.1408,0.264,0,1,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.57,0.3,0.41,0.16,0.05,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,2,2,0.87,0.71,0.98,0.27,-0.11,0.16,1.9,0.526316,0.731707,1.366667,1.390244,0.719298,0.171,0.123,0.2337,0,1,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.33,0.17,0.07,0.67,0.59,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,2,0.5,0.24,0.4,0.16,0.1,0.26,1.941176,0.515152,2.428571,0.411765,4.714286,0.212121,0.0561,0.0119,0.0231,0,0,0,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.84,0.87,0.6,0.72,0.45,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,1,1.71,1.47,1.44,-0.03,0.27,0.24,0.965517,1.035714,1.45,0.689655,1.4,0.714286,0.7308,0.522,0.504,1,0,0,1,1,1,'\'(0.505-inf)\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.49,0.63,0.92,0.32,0.48,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,1.12,1.55,1.41,-0.14,-0.29,-0.43,0.777778,1.285714,0.684783,1.460317,0.532609,1.877551,0.3087,0.5796,0.4508,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.61,0.84,0.73,0.37,0.97,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,1,1.45,1.57,1.34,-0.23,0.11,-0.12,0.72619,1.377049,1.150685,0.869048,0.835616,1.196721,0.5124,0.6132,0.4453,1,0,1,1,1,1,'\'(0.505-inf)\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.75,0.91,0.78,0,0.58,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,1,1.66,1.69,1.53,-0.16,0.13,-0.03,0.824176,1.213333,1.166667,0.857143,0.961538,1.04,0.6825,0.7098,0.585,1,0,1,1,1,1,'\'(0.505-inf)\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.05,0.79,0.85,0.36,0.19,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,2,1,2,2,0.84,1.64,0.9,-0.74,-0.06,-0.8,0.063291,15.8,0.929412,1.075949,0.058824,17,0.0395,0.6715,0.0425,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',1
0.08,0.23,0.45,0.68,0.28,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.31,0.68,0.53,-0.15,-0.22,-0.37,0.347826,2.875,0.511111,1.956522,0.177778,5.625,0.0184,0.1035,0.036,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.09,0.08,0.93,0.11,0.69,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,2,2,2,3,0.17,1.01,1.02,0.01,-0.85,-0.84,1.125,0.888889,0.086022,11.625,0.096774,10.333333,0.0072,0.0744,0.0837,0,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.21,0.08,0.72,0.71,0.42,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,2,2,2,3,0.29,0.8,0.93,0.13,-0.64,-0.51,2.625,0.380952,0.111111,9,0.291667,3.428571,0.0168,0.0576,0.1512,0,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.63,0.01,0.17,0.13,0.3,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0.64,0.18,0.8,0.62,-0.16,0.46,63,0.015873,0.058824,17,3.705882,0.269841,0.0063,0.0017,0.1071,0,1,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(0.505-inf)\'_x_\'(-inf-0.395]\'',1
0.19,0.4,0.55,0.46,0.22,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.59,0.95,0.74,-0.21,-0.15,-0.36,0.475,2.105263,0.727273,1.375,0.345455,2.894737,0.076,0.22,0.1045,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.57,0.83,0.64,0.61,0.85,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,1,1.4,1.47,1.21,-0.26,0.19,-0.07,0.686747,1.45614,1.296875,0.771084,0.890625,1.122807,0.4731,0.5312,0.3648,1,0,1,1,1,1,'\'(0.505-inf)\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.65,0.54,0.35,0.06,0.83,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,1.19,0.89,1,0.11,0.19,0.3,1.203704,0.830769,1.542857,0.648148,1.857143,0.538462,0.351,0.189,0.2275,0,0,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(0.505-inf)\'_x_\'(-inf-0.395]\'',1
0.68,0.1,0.19,0.73,0.88,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0.78,0.29,0.87,0.58,-0.09,0.49,6.8,0.147059,0.526316,1.9,3.578947,0.279412,0.068,0.019,0.1292,0,1,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(0.505-inf)\'_x_\'(-inf-0.395]\'',1
0.48,0.12,0.13,0.21,0.65,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,2,0.6,0.25,0.61,0.36,-0.01,0.35,4,0.25,0.923077,1.083333,3.692308,0.270833,0.0576,0.0156,0.0624,0,1,0,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.02,0.28,0.26,0.75,0.09,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,2,0.3,0.54,0.28,-0.26,0.02,-0.24,0.071429,14,1.076923,0.928571,0.076923,13,0.0056,0.0728,0.0052,1,0,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.47,0.3,0.69,0.11,0.72,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.77,0.99,1.16,0.17,-0.39,-0.22,1.566667,0.638298,0.434783,2.3,0.681159,1.468085,0.141,0.207,0.3243,0,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.53,0.12,0.72,0,0.26,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,2,0.65,0.84,1.25,0.41,-0.6,-0.19,4.416667,0.226415,0.166667,6,0.736111,1.358491,0.0636,0.0864,0.3816,0,1,1,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.07,0.45,0.7,0.83,0.2,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.52,1.15,0.77,-0.38,-0.25,-0.63,0.155556,6.428571,0.642857,1.555556,0.1,10,0.0315,0.315,0.049,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.74,0.09,0.99,0.48,0.61,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,2,2,0.83,1.08,1.73,0.65,-0.9,-0.25,8.222222,0.121622,0.090909,11,0.747475,1.337838,0.0666,0.0891,0.7326,0,1,1,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.29,0.12,0.64,0.03,0.88,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.41,0.76,0.93,0.17,-0.52,-0.35,2.416667,0.413793,0.1875,5.333333,0.453125,2.206897,0.0348,0.0768,0.1856,0,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.61,0.25,0.15,0.71,0.16,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,0.86,0.4,0.76,0.36,0.1,0.46,2.44,0.409836,1.666667,0.6,4.066667,0.245902,0.1525,0.0375,0.0915,0,0,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(0.505-inf)\'_x_\'(-inf-0.395]\'',1
